4	 1:1.29555351464296	 2:1.00801223843533	 3:-.843995532216004	 4:-.80470640575722	 5:4.41052114646198E-03	 6:.664852841331333	 7:.593962222236474	 8:1.34132986064074	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.786819328954803	 15:-.105304810091389	 16:-1.03815387897482
2	 1:-.739407829196054	 2:-.851145780580843	 3:1.19337031454804	 4:1.26084840429221	 5:-1.05943377548759	 6:.664852841331333	 7:.272678447835887	 8:1.34132986064074	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:4.00537965704938	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:2.04009557341939
16	 1:-.739407829196054	 2:-.107482572974372	 3:.256479450707642	 4:-1.43901063876452	 5:-1.41404854103227	 6:.664852841331333	 7:1.64705903832728	 8:-.247668579843373	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:1.6980678564867
19	 1:-.739407829196054	 2:-.107482572974372	 3:-.843995532216004	 4:.577751537976651	 5:.890947435008175	 6:.482144492918339	 7:1.05803878525954	 8:-.98541785578243	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
2	 1:5.78114018136053E-04	 2:7.84332289272449E-02	 3:1.32721186652524	 4:-1.30889694994251	 5:-.704819009942908	 6:-1.71035568803758	 7:.112036560635593	 8:.225247622681662	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:1.81207709546426
2	 1:-.924404314999601	 2:-.665229978679225	 3:-2.182411051988	 4:-1.11372641670949	 5:-1.41404854103227	 6:-6.59805523206427E-02	 7:-.798267466832736	 8:.584663936600689	 9:4.76086184144955	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:.378101972417978	 14:-5.94509960821391E-02	 15:-.105304810091389	 16:.329956988755941
12	 1:2.03553945785715	 2:2.30942285174665	 3:-.725025263791826	 4:1.61866104855274	 5:.713640052235832	 6:-.43139724914663	 7:1.04018968668173	 8:-1.08000109628743	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:-1.03815387897482
14	 1:.370571085625231	 2:7.84332289272449E-02	 3:-.115302638117914	 4:-.560743239215949	 5:-1.41404854103227	 6:.664852841331333	 7:-1.31589132558923	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
1	 1:-.554411343392506	 2:-.29339837487599	 3:-1.03732221840529	 4:.382581004743634	 5:-.350204244398223	 6:-1.52764733962459	 7:-6.64544251425102E-02	 8:1.13324673152973	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:2.49613252932965
14	 1:-.184418371785411	 2:-.665229978679225	 3:-.531698577602537	 4:.138617838202362	 5:-1.41404854103227	 6:.664852841331333	 7:-.137850819453751	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:2.26811405137452
18	 1:1.11055702883942	 2:1.19392804033695	 3:.821588225722488	 4:-.105345328338908	 5:.713640052235832	 6:1.5783945833963	 7:1.34362436250451	 8:1.09541343532772	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.786819328954803	 15:-.105304810091389	 16:-1.03815387897482
17	 1:2.2205359436607	 2:1.93759124794342	 3:1.00004362835875	 4:-1.29263273883976	 5:-1.59135592380462	 6:-.979522294385613	 7:.236980250680266	 8:-1.42050076210546	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:-1.03815387897482
7	 1:-.554411343392506	 2:-.479314176777608	 3:.301093301366709	 4:-1.2438401055315	 5:-1.41404854103227	 6:-.43139724914663	 7:-.137850819453751	 8:1.64399623025676	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:-1.03815387897482
2	 1:-.184418371785411	 2:7.84332289272449E-02	 3:-.784510398003915	 4:-.902291672373729	 5:-1.41404854103227	 6:-1.52764733962459	 7:-.798267466832736	 8:-.266585227944375	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.696126162042131
2	 1:5.18047971651746	 2:5.46999148407415	 3:1.19337031454804	 4:.463902060257391	 5:-1.05943377548759	 6:.664852841331333	 7:.272678447835887	 8:1.05758013912572	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:4.00537965704938	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
17	 1:-.739407829196054	 2:-.29339837487599	 3:-.368114458519292	 4:1.01688523775094	 5:.713640052235832	 6:-6.59805523206427E-02	 7:-.691172875365874	 8:.584663936600689	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
9	 1:-.554411343392506	 2:1.7516754460418	 3:.717489240851332	 4:1.32590524870321	 5:.53633266946349	 6:-6.59805523206427E-02	 7:-1.01245664976646	 8:-.417918412752386	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:-.332214120909388	 15:-.105304810091389	 16:-.696126162042131
3	 1:-.739407829196054	 2:-1.03706158248246	 3:-1.12036532467582E-02	 4:-1.2438401055315	 5:4.41052114646198E-03	 6:-.614105597559625	 7:.593962222236474	 8:.527913992297685	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:2.04009557341939
9	 1:-.554411343392506	 2:-.107482572974372	 3:1.05952876257084	 4:1.17952734877845	 5:4.41052114646198E-03	 6:-1.52764733962459	 7:.593962222236474	 8:.925163602418715	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:-.240089206131876
12	 1:-.739407829196054	 2:-.479314176777608	 3:1.44618213494942	 4:-1.11372641670949	 5:.53633266946349	 6:-1.52764733962459	 7:-1.01245664976646	 8:-.153085339338366	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-1.03815387897482
9	 1:-.369414857588959	 2:-.479314176777608	 3:-.427599592731381	 4:-.170402172749914	 5:4.41052114646198E-03	 6:-2.25848073327657	 7:.593962222236474	 8:-1.23133428109544	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:-.332214120909388	 15:-.105304810091389	 16:-.240089206131876
12	 1:-.739407829196054	 2:1.37984384223856	 3:-.725025263791826	 4:-.251723228263671	 5:.53633266946349	 6:-1.52764733962459	 7:-1.01245664976646	 8:1.13324673152973	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.696126162042131
2	 1:4.81048674491037	 2:5.28407568217253	 3:.910815927040621	 4:-1.09746220560674	 5:4.41052114646198E-03	 6:-.979522294385613	 7:.593962222236474	 8:1.15216337963073	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
14	 1:.925560543035873	 2:.636180634632098	 3:.226736883601597	 4:-1.09746220560674	 5:4.41052114646198E-03	 6:-6.59805523206427E-02	 7:.593962222236474	 8:-1.04216780008543	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
2	 1:5.78114018136053E-04	 2:.264349030828862	 3:1.20824159810106	 4:-.105345328338908	 5:-1.05943377548759	 6:-6.59805523206427E-02	 7:.272678447835887	 8:.584663936600689	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:4.00537965704938	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:.557975466711068
2	 1:5.78114018136053E-04	 2:7.84332289272449E-02	 3:1.2974692994192	 4:1.53733999303898	 5:-1.41404854103227	 6:-6.59805523206427E-02	 7:.254829349258077	 8:.584663936600689	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.240089206131876
17	 1:2.03553945785715	 2:1.93759124794342	 3:1.01491491191177	 4:.577751537976651	 5:-1.41404854103227	 6:-2.25848073327657	 7:.933095095214872	 8:.86841365811571	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.240089206131876
7	 1:-.369414857588959	 2:-.665229978679225	 3:-1.20090633748853	 4:1.60239683744999	 5:.713640052235832	 6:-1.52764733962459	 7:1.04018968668173	 8:1.28457991633774	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
2	 1:1.85054297205361	 2:1.7516754460418	 3:1.26772673231315	 4:1.14699892657295	 5:.890947435008175	 6:-.43139724914663	 7:-1.67287329714544	 8:-9.63353950353624E-02	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:2.04009557341939
12	 1:-.739407829196054	 2:-.665229978679225	 3:.821588225722488	 4:.138617838202362	 5:.53633266946349	 6:-1.52764733962459	 7:-1.01245664976646	 8:-.796251374772415	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:1.35604013955401
2	 1:3.14551837267844	 2:3.23900186125474	 3:-.650668846026715	 4:.284995738127125	 5:.713640052235832	 6:.664852841331333	 7:-.994607551188651	 8:1.34132986064074	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.240089206131876
5	 1:.925560543035873	 2:.822096436533715	 3:-.323500607860225	 4:-1.30889694994251	 5:.890947435008175	 6:.847561189744327	 7:-.298492706654045	 8:-.947584559580427	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:1.01401242262132
3	 1:5.78114018136053E-04	 2:-.479314176777608	 3:-.145045205223958	 4:1.03314944885369	 5:-.350204244398223	 6:.664852841331333	 7:-1.10170214265551	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.240089206131876
12	 1:.925560543035873	 2:.45026483273048	 3:1.04465747901782	 4:1.27711261539496	 5:.53633266946349	 6:-1.71035568803758	 7:-1.01245664976646	 8:-1.81775037222649	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:1.81207709546426
7	 1:-.739407829196054	 2:-.29339837487599	 3:1.23798416520711	 4:-1.19504747222325	 5:.890947435008175	 6:-6.59805523206427E-02	 7:-.97675845261084	 8:-1.04216780008543	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.696126162042131
5	 1:-.554411343392506	 2:.264349030828862	 3:-2.60749367997804E-02	 4:-1.19504747222325	 5:-1.41404854103227	 6:-1.52764733962459	 7:-.798267466832736	 8:-.871917967176421	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:-.240089206131876
5	 1:1.85054297205361	 2:2.12350704984503	 3:.776974375063421	 4:-1.19504747222325	 5:.53633266946349	 6:.847561189744327	 7:-1.01245664976646	 8:-.947584559580427	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-2.33889683064441	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.240089206131876
9	 1:5.78114018136053E-04	 2:.264349030828862	 3:-1.31987660591271	 4:1.1307347154702	 5:-1.41404854103227	 6:-6.59805523206427E-02	 7:.254829349258077	 8:.584663936600689	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.240089206131876
15	 1:-.369414857588959	 2:-.665229978679225	 3:-.189659055883025	 4:.935564182237183	 5:-1.41404854103227	 6:.664852841331333	 7:-1.31589132558923	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:1.92608633444183
10	 1:-.924404314999601	 2:-1.59480898818731	 3:-2.85161881187401	 4:-.528214817010446	 5:.890947435008175	 6:.482144492918339	 7:1.57566264401604	 8:1.51157969354975	 9:4.76086184144955	 10:-2.23648741064378E-02	 11:.198813764433104	 12:-.436588782574117	 13:.378101972417978	 14:-5.94509960821391E-02	 15:-.105304810091389	 16:.329956988755941
19	 1:-.184418371785411	 2:-.851145780580843	 3:-1.15629248682947	 4:-1.2438401055315	 5:.713640052235832	 6:-.614105597559625	 7:1.34362436250451	 8:.527913992297685	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:1.01401242262132
17	 1:5.78114018136053E-04	 2:-.665229978679225	 3:1.05952876257084	 4:.350052582538131	 5:.53633266946349	 6:-1.52764733962459	 7:-1.01245664976646	 8:-1.43941741020646	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:1.01401242262132
1	 1:-.739407829196054	 2:7.84332289272449E-02	 3:.345707152025776	 4:1.1957915598812	 5:4.41052114646198E-03	 6:-6.59805523206427E-02	 7:.593962222236474	 8:.584663936600689	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
17	 1:.185574599821683	 2:-.29339837487599	 3:-1.03732221840529	 4:1.65118947075824	 5:-.350204244398223	 6:.664852841331333	 7:-1.10170214265551	 8:-1.26916757729745	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.696126162042131
3	 1:1.48055000044651	 2:1.19392804033695	 3:-.843995532216004	 4:-1.19504747222325	 5:-1.59135592380462	 6:-1.52764733962459	 7:.915245996637062	 8:-.153085339338366	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:-1.03815387897482
14	 1:5.78114018136053E-04	 2:-.479314176777608	 3:-.35324317496627	 4:.756657860106917	 5:-.527511627170566	 6:.664852841331333	 7:-1.4229859170561	 8:.33874751128767	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:.329956988755941
17	 1:-.739407829196054	 2:-.107482572974372	 3:-.769639114450893	 4:.154882049305114	 5:4.41052114646198E-03	 6:-1.52764733962459	 7:.593962222236474	 8:-.796251374772415	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-2.67454922293695	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:.329956988755941
9	 1:.185574599821683	 2:.636180634632098	 3:1.17849903099502	 4:.90303576003168	 5:-.17289686162588	 6:.482144492918339	 7:-1.76211879003449	 8:.641413880903693	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:2.04009557341939
7	 1:-.739407829196054	 2:-.851145780580843	 3:-1.12036532467582E-02	 4:.805450493415171	 5:.713640052235832	 6:1.5783945833963	 7:1.04018968668173	 8:1.36024650874174	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-1.03815387897482
15	 1:-.184418371785411	 2:.45026483273048	 3:.881073359934577	 4:.984356815545437	 5:.713640052235832	 6:1.5783945833963	 7:.326225743569318	 8:1.09541343532772	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.514056204127554	 15:-.105304810091389	 16:-1.03815387897482
16	 1:-.739407829196054	 2:-.29339837487599	 3:1.31234058297222	 4:-1.27636852773701	 5:4.41052114646198E-03	 6:.664852841331333	 7:.593962222236474	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-1.03815387897482
12	 1:-.739407829196054	 2:.45026483273048	 3:1.26772673231315	 4:1.00062102664818	 5:-1.23674115825993	 6:.482144492918339	 7:-1.17309853696675	 8:-.98541785578243	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-1.03815387897482
14	 1:.740564057232326	 2:.45026483273048	 3:1.40156828429035	 4:-.105345328338908	 5:.890947435008175	 6:-6.59805523206427E-02	 7:-.298492706654045	 8:-1.04216780008543	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:1.81207709546426
7	 1:-.369414857588959	 2:-.665229978679225	 3:-.189659055883025	 4:-1.11372641670949	 5:.713640052235832	 6:-.248688900733636	 7:.326225743569318	 8:.565747288499687	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:.667917336790525	 15:-.105304810091389	 16:.329956988755941
1	 1:-.739407829196054	 2:-.851145780580843	 3:.301093301366709	 4:-1.03240536119574	 5:.713640052235832	 6:.664852841331333	 7:.326225743569318	 8:1.79532941506478	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
7	 1:-.924404314999601	 2:-.479314176777608	 3:-2.85161881187401	 4:.138617838202362	 5:.713640052235832	 6:-1.52764733962459	 7:.326225743569318	 8:-.266585227944375	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:.198813764433104	 12:-.436588782574117	 13:.378101972417978	 14:-5.94509960821391E-02	 15:-.105304810091389	 16:.329956988755941
9	 1:-.554411343392506	 2:-.29339837487599	 3:-.695282696685782	 4:-1.12999062781224	 5:.713640052235832	 6:-6.59805523206427E-02	 7:-.994607551188651	 8:-1.70425048362048	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:-1.03815387897482
