4	 1:1.29555351464296	 2:1.00801223843533	 3:-.843995532216004	 4:-.80470640575722	 5:.593962222236474	 6:1.34132986064074	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.786819328954803	 13:-.105304810091389	 14:-1.03815387897482
7	 1:-.554411343392506	 2:-.479314176777608	 3:.301093301366709	 4:-1.2438401055315	 5:-.137850819453751	 6:1.64399623025676	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.69589828734572	 13:-.105304810091389	 14:-1.03815387897482
2	 1:-.184418371785411	 2:7.84332289272449E-02	 3:-.784510398003915	 4:-.902291672373729	 5:-.798267466832736	 6:-.266585227944375	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.696126162042131
2	 1:5.18047971651746	 2:5.46999148407415	 3:1.19337031454804	 4:.463902060257391	 5:.272678447835887	 6:1.05758013912572	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:4.00537965704938	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
17	 1:-.739407829196054	 2:-.29339837487599	 3:-.368114458519292	 4:1.01688523775094	 5:-.691172875365874	 6:.584663936600689	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
9	 1:-.554411343392506	 2:1.7516754460418	 3:.717489240851332	 4:1.32590524870321	 5:-1.01245664976646	 6:-.417918412752386	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:-.332214120909388	 13:-.105304810091389	 14:-.696126162042131
3	 1:-.739407829196054	 2:-1.03706158248246	 3:-1.12036532467582E-02	 4:-1.2438401055315	 5:.593962222236474	 6:.527913992297685	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:2.04009557341939
9	 1:-.554411343392506	 2:-.107482572974372	 3:1.05952876257084	 4:1.17952734877845	 5:.593962222236474	 6:.925163602418715	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.69589828734572	 13:-.105304810091389	 14:-.240089206131876
12	 1:-.739407829196054	 2:-.479314176777608	 3:1.44618213494942	 4:-1.11372641670949	 5:-1.01245664976646	 6:-.153085339338366	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-1.03815387897482
9	 1:-.369414857588959	 2:-.479314176777608	 3:-.427599592731381	 4:-.170402172749914	 5:.593962222236474	 6:-1.23133428109544	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:-.332214120909388	 13:-.105304810091389	 14:-.240089206131876
12	 1:-.739407829196054	 2:1.37984384223856	 3:-.725025263791826	 4:-.251723228263671	 5:-1.01245664976646	 6:1.13324673152973	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.696126162042131
2	 1:4.81048674491037	 2:5.28407568217253	 3:.910815927040621	 4:-1.09746220560674	 5:.593962222236474	 6:1.15216337963073	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
14	 1:.925560543035873	 2:.636180634632098	 3:.226736883601597	 4:-1.09746220560674	 5:.593962222236474	 6:-1.04216780008543	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
2	 1:5.78114018136053E-04	 2:.264349030828862	 3:1.20824159810106	 4:-.105345328338908	 5:.272678447835887	 6:.584663936600689	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:4.00537965704938	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:.557975466711068
2	 1:5.78114018136053E-04	 2:7.84332289272449E-02	 3:1.2974692994192	 4:1.53733999303898	 5:.254829349258077	 6:.584663936600689	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.240089206131876
17	 1:2.03553945785715	 2:1.93759124794342	 3:1.01491491191177	 4:.577751537976651	 5:.933095095214872	 6:.86841365811571	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.240089206131876
7	 1:-.369414857588959	 2:-.665229978679225	 3:-1.20090633748853	 4:1.60239683744999	 5:1.04018968668173	 6:1.28457991633774	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
2	 1:1.85054297205361	 2:1.7516754460418	 3:1.26772673231315	 4:1.14699892657295	 5:-1.67287329714544	 6:-9.63353950353624E-02	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:2.04009557341939
12	 1:-.739407829196054	 2:-.665229978679225	 3:.821588225722488	 4:.138617838202362	 5:-1.01245664976646	 6:-.796251374772415	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:1.35604013955401
2	 1:3.14551837267844	 2:3.23900186125474	 3:-.650668846026715	 4:.284995738127125	 5:-.994607551188651	 6:1.34132986064074	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.240089206131876
5	 1:.925560543035873	 2:.822096436533715	 3:-.323500607860225	 4:-1.30889694994251	 5:-.298492706654045	 6:-.947584559580427	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:1.01401242262132
3	 1:5.78114018136053E-04	 2:-.479314176777608	 3:-.145045205223958	 4:1.03314944885369	 5:-1.10170214265551	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.240089206131876
12	 1:.925560543035873	 2:.45026483273048	 3:1.04465747901782	 4:1.27711261539496	 5:-1.01245664976646	 6:-1.81775037222649	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:1.81207709546426
7	 1:-.739407829196054	 2:-.29339837487599	 3:1.23798416520711	 4:-1.19504747222325	 5:-.97675845261084	 6:-1.04216780008543	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.696126162042131
5	 1:-.554411343392506	 2:.264349030828862	 3:-2.60749367997804E-02	 4:-1.19504747222325	 5:-.798267466832736	 6:-.871917967176421	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.69589828734572	 13:-.105304810091389	 14:-.240089206131876
5	 1:1.85054297205361	 2:2.12350704984503	 3:.776974375063421	 4:-1.19504747222325	 5:-1.01245664976646	 6:-.947584559580427	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-2.33889683064441	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.240089206131876
9	 1:5.78114018136053E-04	 2:.264349030828862	 3:-1.31987660591271	 4:1.1307347154702	 5:.254829349258077	 6:.584663936600689	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.240089206131876
15	 1:-.369414857588959	 2:-.665229978679225	 3:-.189659055883025	 4:.935564182237183	 5:-1.31589132558923	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.69589828734572	 13:-.105304810091389	 14:1.92608633444183
10	 1:-.924404314999601	 2:-1.59480898818731	 3:-2.85161881187401	 4:-.528214817010446	 5:1.57566264401604	 6:1.51157969354975	 7:4.76086184144955	 8:-2.23648741064378E-02	 9:.198813764433104	 10:-.436588782574117	 11:.378101972417978	 12:-5.94509960821391E-02	 13:-.105304810091389	 14:.329956988755941
19	 1:-.184418371785411	 2:-.851145780580843	 3:-1.15629248682947	 4:-1.2438401055315	 5:1.34362436250451	 6:.527913992297685	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:-.423135162518471	 13:-.105304810091389	 14:1.01401242262132
17	 1:5.78114018136053E-04	 2:-.665229978679225	 3:1.05952876257084	 4:.350052582538131	 5:-1.01245664976646	 6:-1.43941741020646	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:1.01401242262132
1	 1:-.739407829196054	 2:7.84332289272449E-02	 3:.345707152025776	 4:1.1957915598812	 5:.593962222236474	 6:.584663936600689	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
17	 1:.185574599821683	 2:-.29339837487599	 3:-1.03732221840529	 4:1.65118947075824	 5:-1.10170214265551	 6:-1.26916757729745	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.696126162042131
3	 1:1.48055000044651	 2:1.19392804033695	 3:-.843995532216004	 4:-1.19504747222325	 5:.915245996637062	 6:-.153085339338366	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.69589828734572	 13:-.105304810091389	 14:-1.03815387897482
14	 1:5.78114018136053E-04	 2:-.479314176777608	 3:-.35324317496627	 4:.756657860106917	 5:-1.4229859170561	 6:.33874751128767	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:.329956988755941
17	 1:-.739407829196054	 2:-.107482572974372	 3:-.769639114450893	 4:.154882049305114	 5:.593962222236474	 6:-.796251374772415	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-2.67454922293695	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:.329956988755941
9	 1:.185574599821683	 2:.636180634632098	 3:1.17849903099502	 4:.90303576003168	 5:-1.76211879003449	 6:.641413880903693	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.69589828734572	 13:-.105304810091389	 14:2.04009557341939
7	 1:-.739407829196054	 2:-.851145780580843	 3:-1.12036532467582E-02	 4:.805450493415171	 5:1.04018968668173	 6:1.36024650874174	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-1.03815387897482
15	 1:-.184418371785411	 2:.45026483273048	 3:.881073359934577	 4:.984356815545437	 5:.326225743569318	 6:1.09541343532772	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:-.514056204127554	 13:-.105304810091389	 14:-1.03815387897482
16	 1:-.739407829196054	 2:-.29339837487599	 3:1.31234058297222	 4:-1.27636852773701	 5:.593962222236474	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-1.03815387897482
12	 1:-.739407829196054	 2:.45026483273048	 3:1.26772673231315	 4:1.00062102664818	 5:-1.17309853696675	 6:-.98541785578243	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-1.03815387897482
14	 1:.740564057232326	 2:.45026483273048	 3:1.40156828429035	 4:-.105345328338908	 5:-.298492706654045	 6:-1.04216780008543	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:1.81207709546426
7	 1:-.369414857588959	 2:-.665229978679225	 3:-.189659055883025	 4:-1.11372641670949	 5:.326225743569318	 6:.565747288499687	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:.667917336790525	 13:-.105304810091389	 14:.329956988755941
1	 1:-.739407829196054	 2:-.851145780580843	 3:.301093301366709	 4:-1.03240536119574	 5:.326225743569318	 6:1.79532941506478	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:1.05538484433444	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
7	 1:-.924404314999601	 2:-.479314176777608	 3:-2.85161881187401	 4:.138617838202362	 5:.326225743569318	 6:-.266585227944375	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:.198813764433104	 10:-.436588782574117	 11:.378101972417978	 12:-5.94509960821391E-02	 13:-.105304810091389	 14:.329956988755941
9	 1:-.554411343392506	 2:-.29339837487599	 3:-.695282696685782	 4:-1.12999062781224	 5:-.994607551188651	 6:-1.70425048362048	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:-.69589828734572	 13:-.105304810091389	 14:-1.03815387897482
3	 1:-.739407829196054	 2:-1.03706158248246	 3:.434934853343909	 4:-1.26010431663426	 5:1.11158608099297	 6:.225247622681662	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:2.04009557341939
19	 1:.555567571428778	 2:.45026483273048	 3:-1.12036532467582E-02	 4:.284995738127125	 5:1.07588788383735	 6:-3.95854507323581E-02	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.423135162518471	 13:-.105304810091389	 14:-1.03815387897482
18	 1:-.739407829196054	 2:-.665229978679225	 3:-.769639114450893	 4:-.5770074503187	 5:-.994607551188651	 6:1.09541343532772	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
14	 1:4.07050080169618	 2:3.98266506886121	 3:.360578435578798	 4:.154882049305114	 5:-1.01245664976646	 6:1.05758013912572	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.240089206131876
17	 1:-.739407829196054	 2:-1.03706158248246	 3:1.31234058297222	 4:1.17952734877845	 5:-1.31589132558923	 6:.584663936600689	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:1.35604013955401
9	 1:-.184418371785411	 2:-.479314176777608	 3:.910815927040621	 4:-1.08119799450399	 5:-1.38728771990048	 6:.925163602418715	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:-.150372037691222	 13:-.105304810091389	 14:-1.03815387897482
17	 1:-.739407829196054	 2:-1.03706158248246	 3:.301093301366709	 4:.041032571585854	 5:1.93264461557225	 6:.33874751128767	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.696126162042131
1	 1:-.739407829196054	 2:.45026483273048	 3:-.784510398003915	 4:-.34930849488018	 5:-.798267466832736	 6:1.30349656443874	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
17	 1:.740564057232326	 2:.264349030828862	 3:1.01491491191177	 4:.284995738127125	 5:-.798267466832736	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
17	 1:-.739407829196054	 2:-1.03706158248246	 3:-.338371891413247	 4:1.17952734877845	 5:.593962222236474	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:2.04009557341939
17	 1:5.73546917392811	 2:5.84182308787739	 3:-.531698577602537	 4:-.837234827962723	 5:.183432954946835	 6:1.34132986064074	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
14	 1:2.40553242946425	 2:2.12350704984503	 3:.940558494146666	 4:.252467315921622	 5:-.887512959721788	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
9	 1:-.554411343392506	 2:.264349030828862	 3:-.278886757201158	 4:-1.04866957229849	 5:1.07588788383735	 6:1.26566326823674	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:.213312128745109	 13:-.105304810091389	 14:-1.03815387897482
2	 1:-.739407829196054	 2:-1.03706158248246	 3:-.754767830897871	 4:-.105345328338908	 5:1.05803878525954	 6:1.09541343532772	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:1.58405861750914
14	 1:1.48055000044651	 2:1.00801223843533	 3:-.843995532216004	 4:1.1307347154702	 5:-1.06600394549989	 6:1.05758013912572	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:.329956988755941
14	 1:.370571085625231	 2:7.84332289272449E-02	 3:-.843995532216004	 4:.187410471510617	 5:.736755010858957	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:.557975466711068
7	 1:-.184418371785411	 2:-.665229978679225	 3:.910815927040621	 4:-1.48780327207278	 5:1.04018968668173	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-2.67454922293695	 11:-.716259742250555	 12:.849759420008691	 13:-.105304810091389	 14:.557975466711068
17	 1:.370571085625231	 2:-.107482572974372	 3:-.531698577602537	 4:.805450493415171	 5:.344074842147129	 6:1.05758013912572	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:.213312128745109	 13:-.105304810091389	 14:1.6980678564867
5	 1:.370571085625231	 2:.636180634632098	 3:1.01491491191177	 4:-1.2438401055315	 5:-1.88706248007917	 6:-1.25025092919645	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.423135162518471	 13:-.105304810091389	 14:-.240089206131876
